,District_left,FID_left,Name_Alias,New_Camp_Name_left,SSID,Settlement,Shape__Area,Shape__Length,Union__left,Upazila_left,geometry,index_right,Curr_Total_HH,Curr_Total_Pop,District_right,FID_right,Geo_Code,Latitude,Longitude,New_Arrival,New_Camp_Name_right,New_Camp_SSID,Pop_Prior_Aug_2017,Settlement_Type,Site_Name_Alias,Union__right,Upazila_right,area,density,learning_centers_per_region,persons_per_learning_centers_per_region,Women_Friendly_Space_per_region,persons_per_Women_Friendly_Space_per_region,Child_Friendly_Space_per_region,persons_per_Child_Friendly_Space_per_region,WASH_Infra_per_region,persons_per_WASH_Infra_per_region,nutrition_centers_per_region,persons_per_nutrition_centers_per_region,Health_Facility_per_region,persons_per_Health_Facility_per_region
0,Cox's Bazar,1,Bagghona-Putibonia,Camp 16,CXB-224,Collective site,549367.365234375,4141.06355813011,Palong Khali,Ukhia,"POLYGON ((10258152.936784 2411109.31483491, 10258143.6793205 2410919.33277983, 10258384.9290919 2410912.31865611, 10258383.1228699 2410844.81417786, 10258363.4335283 2410782.11274721, 10258357.3800516 2410747.01956353, 10258364.8167768 2410549.57087478, 10258399.9966595 2410468.81138764, 10258407.6735536 2410400.78249788, 10258417.182899 2410306.78405624, 10258405.2043894 2410243.73168939, 10258405.6472852 2410160.23973365, 10258410.9388089 2410141.65132298, 10258321.4754576 2410136.1467784, 10258345.1596713 2410052.78757927, 10258306.1848402 2409987.26935126, 10258194.5527717 2409999.54704998, 10258143.7146601 2410101.37637501, 10258112.8509091 2410165.94373306, 10258117.2078866 2410206.44060379, 10258032.0497549 2410227.13863708, 10258007.4669352 2410206.76929546, 10257864.9443858 2410352.2577162, 10257766.4170877 2410307.57229813, 10257721.5641763 2410296.96737224, 10257587.2065673 2410326.72090815, 10257482.1870013 2410370.37198458, 10257470.656293 2410467.33160917, 10257420.3893208 2410527.2041784, 10257427.555443 2410570.65941122, 10257524.4647298 2410602.31883163, 10257630.9318163 2410556.90185182, 10257662.0538564 2410525.22866496, 10257832.1186384 2410577.42360129, 10257876.307106 2410695.81097999, 10257894.3440978 2410881.107938, 10257797.8522784 2410895.50673427, 10257836.3919222 2410974.64031479, 10257844.0293721 2411070.57708999, 10258030.7703226 2411054.84260257, 10258100.4929748 2411134.14565256, 10258152.936784 2411109.31483491))",25,4940,22578,Cox's Bazar,26,20229479,21.1560001,92.14985157,22528,Camp 16,CXB-224,50,Collective site,Bagghona/Potibonia,Palong Khali,Ukhia,549367.3584578546,9.1013780178634e-05,28.0,806.3571428571429,0.0,0.0,28.0,806.3571428571429,28.0,806.3571428571429,1.0,22578.0,28.0,806.3571428571429
1,Cox's Bazar,2, ,Camp 2E,CXB-203,Collective site,450447.15625,5108.02657574714,Palong Khali,Ukhia,"POLYGON ((10259874.5252466 2416781.11085764, 10259871.434887 2416786.00408906, 10259882.2311731 2416794.39594062, 10259899.5912071 2416806.53318932, 10259902.8083086 2416809.97554117, 10259905.4152269 2416810.67440654, 10259908.0223455 2416811.37327194, 10259910.8588209 2416811.6165003, 10259913.5265073 2416811.57354606, 10259916.647401 2416811.70423433, 10259919.6540669 2416811.94853655, 10259921.9227065 2416812.24599464, 10259923.9073282 2416812.59907848, 10259925.6665977 2416812.60842103, 10259928.0532695 2416812.05012332, 10259930.3872823 2416810.69233993, 10259932.6081686 2416809.27699798, 10259934.1484929 2416807.74374678, 10259935.7385729 2416807.58095026, 10259938.9743953 2416807.4267446, 10259942.379307 2416807.50191449, 10259943.5032653 2416809.6200949, 10259944.5119945 2416812.08019129, 10259946.4228336 2416815.6868442, 10259947.5458909 2416817.97619829, 10259948.3868323 2416819.97872562, 10259948.5109712 2416820.40343584, 10259898.0623957 2416890.45649263, 10259892.3664192 2416929.99501441, 10259911.3559774 2416972.42479326, 10259957.9395262 2416986.47450599, 10259980.7042105 2417006.83943055, 10259967.5838227 2417066.58341503, 10259996.8004297 2417077.7804613, 10259968.7972811 2417184.37676657, 10259953.8760773 2417238.59053785, 10259954.9651965 2417257.73678894, 10259963.9210223 2417294.59292441, 10259922.685961 2417307.25768818, 10259928.8779927 2417347.78028977, 10259893.2040569 2417346.67107031, 10259885.7504128 2417372.39780633, 10259894.7397761 2417402.81276186, 10259831.5723622 2417410.76010081, 10259824.4659068 2417370.23252193, 10259789.8851948 2417335.08081031, 10259760.5863957 2417339.52649156, 10259727.4977541 2417368.7981272, 10259728.3450025 2417381.68577659, 10259791.4061975 2417393.98311731, 10259811.5272223 2417511.14129794, 10259825.8931045 2417503.88507451, 10259863.1546175 2417487.52671484, 10259952.446577 2417446.5632804, 10260000.1311584 2417425.2822464, 10260042.0253576 2417374.06330252, 10260070.8058764 2417328.75657884, 10260081.7657456 2417279.76676242, 10260097.807604 2417168.59741607, 10260107.9038064 2417082.92108788, 10260107.579243 2417036.39272667, 10260112.002795 2417004.44696064, 10260112.7014772 2416979.33200619, 10260116.1811726 2416965.07847952, 10260128.5875611 2416924.14020628, 10260128.2110396 2416924.00865809, 10260137.4220511 2416864.58409293, 10260125.5325412 2416793.24702334, 10260071.1804958 2416679.44724023, 10260042.8307592 2416645.78203468, 10260047.2860467 2416626.21378295, 10260053.4442406 2416599.16677201, 10260053.8183594 2416598.27666359, 10260053.8183594 2416598.27666359, 10260065.075061 2416588.06152107, 10260074.3700664 2416574.19586009, 10260078.6917044 2416561.73103514, 10260079.498007 2416543.18227256, 10260073.1824369 2416529.9477419, 10260061.084794 2416521.40224256, 10260056.2254541 2416507.13544836, 10260052.0697019 2416501.85367271, 10260063.7732036 2416497.78694492, 10260059.9366086 2416485.27900578, 10260056.4306839 2416477.41111831, 10260053.6266448 2416470.97411965, 10260044.077655 2416465.57187056, 10260036.9967282 2416463.03686885, 10260029.2231259 2416457.2871294, 10260011.219171 2416440.77972633, 10260002.9417047 2416463.57034993, 10259973.8582467 2416463.05974153, 10259944.0353609 2416468.25377325, 10259937.7215929 2416454.66235635, 10259920.9796508 2416452.58287661, 10259909.7588895 2416449.44083849, 10259901.7711475 2416446.65842782, 10259894.1508168 2416438.74019482, 10259890.2538543 2416435.12320283, 10259885.5072406 2416431.15904146, 10259880.9300165 2416427.36712371, 10259876.5213812 2416423.91861834, 10259871.7774706 2416419.44084563, 10259868.729058 2416416.34208883, 10259866.3670137 2416412.21943415, 10259865.3678952 2416407.93259161, 10259863.8498959 2416405.18444271, 10259861.4860496 2416401.4042353, 10259858.6168376 2416396.59390296, 10259855.7493276 2416391.44091266, 10259852.5377323 2416386.9713093, 10259848.6389677 2416383.69666488, 10259846.7822893 2416380.60424997, 10259844.421146 2416376.31032785, 10259844.421146 2416376.31032785, 10259844.4209458 2416376.31022047, 10259834.2559664 2416362.15425538, 10259834.2033075 2416362.08102027, 10259761.627261 2416401.38673186, 10259749.6721776 2416383.59658395, 10259722.1882102 2416369.23250496, 10259697.3301825 2416356.15488376, 10259647.1733335 2416360.24455882, 10259634.8707612 2416372.37592477, 10259592.839008 2416396.78042733, 10259553.2374753 2416401.00176348, 10259507.2055441 2416399.77534125, 10259505.9485369 2416400.29561229, 10259501.1464611 2416381.09090958, 10259527.9798002 2416323.26280599, 10259496.1605796 2416285.36676968, 10259467.7636902 2416292.57717621, 10259420.2191656 2416287.7232763, 10259360.7050415 2416297.52836597, 10259319.3381326 2416258.13042979, 10259255.739536 2416259.27899005, 10259252.8740282 2416247.80649143, 10259251.9401828 2416246.54346255, 10259251.8758107 2416235.64525158, 10259240.4774506 2416233.58169022, 10259206.2320139 2416225.50978184, 10259203.3918344 2416248.46946889, 10259170.9517188 2416261.74502307, 10259142.8532635 2416252.39342825, 10259112.5801737 2416255.06305695, 10259102.5993005 2416259.05960817, 10259093.3885894 2416262.74775847, 10259108.1205814 2416301.21716861, 10259153.6654674 2416338.26695584, 10259119.6161503 2416389.75628774, 10259082.8715158 2416418.58092097, 10259042.0646339 2416470.38812782, 10259066.4999885 2416522.7432518, 10259208.968177 2416568.96066906, 10259322.7504526 2416642.53783942, 10259378.4182709 2416685.89902673, 10259403.190903 2416724.31072784, 10259450.7984982 2416717.38664799, 10259474.7595218 2416684.01925546, 10259526.9856873 2416703.43691029, 10259578.0416428 2416719.25944278, 10259631.4742589 2416688.54455947, 10259671.0323429 2416680.58712977, 10259714.8779266 2416680.81983262, 10259739.9963458 2416690.28601952, 10259740.6129361 2416680.9413922, 10259745.7244583 2416680.25488123, 10259753.8116116 2416680.29783514, 10259759.1311667 2416680.53998785, 10259765.228993 2416681.14327562, 10259771.6760102 2416682.81880068, 10259775.8566903 2416683.76861931, 10259783.8681589 2416684.73873373, 10259788.6808466 2416686.90490041, 10259789.3043446 2416689.76262577, 10259790.1347742 2416693.76314137, 10259784.323769 2416719.63539776, 10259786.7324654 2416720.29044647, 10259788.4334696 2416720.58478885, 10259790.9138463 2416721.0975524, 10259792.756409 2416721.46405754, 10259795.8039206 2416722.05113158, 10259797.5744026 2416722.63133299, 10259799.9113187 2416723.42866699, 10259801.7505777 2416724.4375496, 10259803.7297934 2416725.80380977, 10259805.1426751 2416726.9530448, 10259806.2733408 2416727.81523959, 10259808.0426215 2416728.60956705, 10259809.8818804 2416729.61844995, 10259811.9353793 2416730.34286979, 10259813.2806853 2416730.84951268, 10259816.0451801 2416731.29226145, 10259818.4545773 2416731.80459577, 10259820.7892909 2416733.02996724, 10259820.6358191 2416735.24134899, 10259819.6933641 2416739.08981754, 10259819.1116128 2416741.79828597, 10259818.744602 2416744.15120249, 10259818.5907297 2416746.4338894, 10259818.6512975 2416748.43222059, 10259817.969234 2416754.03729968, 10259822.0482002 2416755.42911984, 10259825.8434489 2416756.81932932, 10259830.7165041 2416758.32938086, 10259834.6251798 2416759.72023489, 10259837.0043432 2416760.58908917, 10259839.044427 2416761.17079523, 10259840.8612609 2416761.06630936, 10259842.1689247 2416760.61647241, 10259843.5361553 2416759.65322647, 10259845.3560927 2416758.92075154, 10259847.0058395 2416758.18731016, 10259848.653484 2416757.85355676, 10259850.9236254 2416757.8655839, 10259852.340912 2416758.1585309, 10259853.414714 2416759.02061983, 10259854.6007418 2416760.11143944, 10259856.3521024 2416761.66208291, 10259857.7655847 2416762.69716972, 10259860.3654952 2416764.76605489, 10259861.2672047 2416765.96962943, 10259862.2797382 2416767.68768713, 10259862.9502888 2416769.68924229, 10259864.3491548 2416773.52150316, 10259874.5252466 2416781.11085764))",2,7676,32448,Cox's Bazar,3,20229479,21.20660833,92.16429444,-14027,Camp 2E,CXB-203,46475,Collective site,,Palong Khali,Ukhia,450447.1382320077,0.10317525866056795,16.0,2028.0,1.0,32448.0,16.0,2028.0,16.0,2028.0,4.0,8112.0,16.0,2028.0
2,Cox's Bazar,3,Gundum,Camp 7,CXB-207,Collective site,826148.4609375,4905.17846414562,Palong Khali,Ukhia,"POLYGON ((10259255.739536 2416259.27899005, 10259319.3381326 2416258.13042979, 10259360.7050415 2416297.52836597, 10259420.2191656 2416287.7232763, 10259467.7636902 2416292.57717621, 10259496.1605796 2416285.36676968, 10259527.9798002 2416323.26280599, 10259501.1464611 2416381.09090958, 10259505.9485369 2416400.29561229, 10259507.2055441 2416399.77534125, 10259553.2374753 2416401.00176348, 10259592.839008 2416396.78042733, 10259634.8707612 2416372.37592477, 10259647.1733335 2416360.24455882, 10259697.3301825 2416356.15488376, 10259722.1882102 2416369.23250496, 10259749.6721776 2416383.59658395, 10259761.627261 2416401.38673186, 10259834.2033075 2416362.08102027, 10259834.2559664 2416362.15425538, 10259844.4209458 2416376.31022047, 10259844.421146 2416376.31032785, 10259844.421146 2416376.31032785, 10259846.7822893 2416380.60424997, 10259848.6389677 2416383.69666488, 10259852.5377323 2416386.9713093, 10259855.7493276 2416391.44091266, 10259858.6168376 2416396.59390296, 10259861.4860496 2416401.4042353, 10259863.8498959 2416405.18444271, 10259865.3678952 2416407.93259161, 10259866.3670137 2416412.21943415, 10259868.729058 2416416.34208883, 10259871.7774706 2416419.44084563, 10259876.5213812 2416423.91861834, 10259880.9300165 2416427.36712371, 10259885.5072406 2416431.15904146, 10259890.2538543 2416435.12320283, 10259894.1508168 2416438.74019482, 10259901.7711475 2416446.65842782, 10259909.7588895 2416449.44083849, 10259920.9796508 2416452.58287661, 10259937.7215929 2416454.66235635, 10259944.0353609 2416468.25377325, 10259973.8582467 2416463.05974153, 10260002.9417047 2416463.57034993, 10260011.219171 2416440.77972633, 10260029.2231259 2416457.2871294, 10260036.9967282 2416463.03686885, 10260044.077655 2416465.57187056, 10260053.6266448 2416470.97411965, 10260056.4306839 2416477.41111831, 10260059.9366086 2416485.27900578, 10260063.7732036 2416497.78694492, 10260052.0697019 2416501.85367271, 10260056.2254541 2416507.13544836, 10260061.084794 2416521.40224256, 10260073.1824369 2416529.9477419, 10260079.498007 2416543.18227256, 10260078.6917044 2416561.73103514, 10260074.3700664 2416574.19586009, 10260065.075061 2416588.06152107, 10260053.8183594 2416598.27666359, 10260053.8183594 2416598.27666359, 10260053.4442406 2416599.16677201, 10260047.2860467 2416626.21378295, 10260042.8307592 2416645.78203468, 10260071.1804958 2416679.44724023, 10260125.5325412 2416793.24702334, 10260137.4220511 2416864.58409293, 10260177.8750369 2416755.80314266, 10260199.0232116 2416726.53263224, 10260228.3387294 2416706.48707216, 10260246.1986229 2416695.10405633, 10260290.1885683 2416661.82218417, 10260291.1879871 2416652.88198243, 10260291.2908022 2416652.95725905, 10260293.0773021 2416650.46915748, 10260310.2053764 2416630.93601528, 10260322.3488707 2416614.94432425, 10260338.771255 2416594.69378708, 10260350.2184698 2416576.20104434, 10260358.1129074 2416558.75993298, 10260360.6719721 2416544.14496975, 10260363.3592805 2416504.91228302, 10260362.0649315 2416481.00062878, 10260361.0844339 2416464.94002616, 10260356.6034175 2416439.94127729, 10260352.7982578 2416421.36815945, 10260350.4288052 2416399.59171618, 10260350.5217093 2416381.75292559, 10260355.1959419 2416369.64678818, 10260363.7811528 2416355.77732579, 10260368.8211949 2416341.53246429, 10260370.6838802 2416324.41652486, 10260371.8334671 2416308.01040051, 10260370.1658002 2416287.66496765, 10260364.2640934 2416263.01578456, 10260357.6401782 2416240.86026321, 10260351.3614493 2416220.49042474, 10260349.3354813 2416200.8567125, 10260353.3207427 2416184.82256619, 10260361.1945572 2416171.30621278, 10260371.5847887 2416151.3812291, 10260385.551524 2416125.76644805, 10260394.8757622 2416106.19265265, 10260399.2323392 2416086.94939824, 10260399.6687277 2416071.25328375, 10260389.7986785 2416059.42762394, 10260368.2999114 2416032.912588, 10260360.2552056 2416011.10666521, 10260356.847691 2415984.33033766, 10260359.8059026 2415961.15537464, 10260360.1959392 2415886.23418042, 10260351.0111572 2415879.05024812, 10260343.2229385 2415876.15507117, 10260336.1533243 2415871.47964383, 10260329.766975 2415871.80274985, 10260323.3733175 2415873.55293439, 10260316.6304691 2415874.23093096, 10260311.328734 2415870.63520859, 10260306.030703 2415866.32594794, 10260299.6574684 2415864.15182857, 10260288.3093645 2415863.73508749, 10260275.1988878 2415861.16860264, 10260264.2090851 2415860.04036309, 10260254.6361685 2415859.27635586, 10260246.4969569 2415855.66560337, 10260234.4542755 2415852.39116498, 10260224.2771826 2415853.61615321, 10260223.0968613 2415853.75832401, 10260205.7095968 2415855.0938061, 10260194.7198942 2415853.96545956, 10260184.1127198 2415847.48745465, 10260180.5937804 2415842.11728832, 10260179.5799455 2415832.47899765, 10260168.2466582 2415829.20810711, 10260161.4871912 2415833.09696742, 10260155.0636002 2415840.55545085, 10260147.9308153 2415848.01007175, 10260145.0448846 2415857.27103837, 10260142.8646439 2415867.24919977, 10260139.5998891 2415881.14630411, 10260134.255306 2415885.75601749, 10260121.1112917 2415889.61128034, 10260110.806656 2415893.12453874, 10260096.5968486 2415897.3308285, 10260084.5224317 2415900.12131338, 10260066.3811231 2415910.01509827, 10260049.3374432 2415913.49281792, 10260037.6363442 2415912.71742608, 10260022.0393839 2415910.85115975, 10260012.1323934 2415906.16058262, 10260006.8436728 2415900.0674086, 10260002.2755589 2415891.83737476, 10260000.9034229 2415882.91077112, 10260001.6725839 2415871.49800579, 10260002.070129 2415863.29418596, 10259997.1492202 2415854.70562825, 10259989.7398256 2415847.17412063, 10259981.2460171 2415843.56143779, 10259960.6965126 2415839.17143424, 10259949.7310371 2415833.40503959, 10259941.2633578 2415824.79759763, 10259929.2804433 2415810.10635896, 10259918.3280825 2415801.84264996, 10259908.7719847 2415797.86757085, 10259903.5002832 2415788.56346894, 10259898.2546109 2415774.26473168, 10259894.4333331 2415758.90316686, 10259892.0252373 2415744.61959411, 10259883.5333309 2415740.65000423, 10259871.4907496 2415737.37537245, 10259857.9977446 2415740.15810073, 10259849.0914743 2415747.60312246, 10259841.9621933 2415754.34406222, 10259829.5369837 2415756.4189497, 10259817.8285765 2415757.07041911, 10259799.4110587 2415751.97796276, 10259791.2775535 2415747.29687724, 10259772.199296 2415732.92472619, 10259769.2378808 2415732.16340894, 10259760.1688283 2415723.29948804, 10259735.0229783 2415702.61605687, 10259720.3084058 2415694.83173714, 10259703.0043345 2415693.88368983, 10259662.6821952 2415699.3781557, 10259641.0918254 2415704.1156024, 10259626.0068383 2415712.88351692, 10259608.0737628 2415723.63418827, 10259583.6654384 2415724.64623505, 10259569.7947106 2415718.2933741, 10259560.478982 2415709.11043753, 10259554.9104482 2415688.81627097, 10259556.423542 2415670.84300962, 10259557.9353344 2415653.15517874, 10259559.4424216 2415636.32349382, 10259557.8284147 2415619.47539608, 10259552.2478675 2415601.46440826, 10259546.0459246 2415593.72523201, 10259535.8685314 2415586.5357278, 10259526.0117971 2415584.42338534, 10259520.8465147 2415583.31631697, 10259505.2329358 2415584.66036884, 10259492.440415 2415589.1590831, 10259481.3247714 2415598.51870175, 10259472.7643883 2415607.60655098, 10259464.1649615 2415624.11499963, 10259444.7397156 2415648.84296462, 10259437.5379535 2415669.3546343, 10259440.5721501 2415685.92499089, 10259438.6328792 2415693.55586241, 10259435.646436 2415705.30729287, 10259428.2074082 2415716.96982143, 10259413.1208193 2415726.0229409, 10259394.0750982 2415732.48619026, 10259368.5211914 2415735.48979645, 10259328.2635243 2415728.71074435, 10259288.5914126 2415718.50985003, 10259271.5890791 2415714.13791727, 10259256.8237497 2415716.05710059, 10259247.1461159 2415721.71393035, 10259240.291142 2415730.23992871, 10259238.6761341 2415733.34683313, 10259235.7045074 2415739.06347856, 10259229.9768956 2415749.02267437, 10259223.1263266 2415756.69233706, 10259209.1594911 2415768.60541535, 10259195.2333012 2415772.81242706, 10259185.5888045 2415772.19016423, 10259158.6671666 2415765.48196832, 10259106.5791558 2415751.74720499, 10259091.2719198 2415819.76911994, 10259105.1633709 2415891.6144539, 10259075.2127421 2415933.32121275, 10259092.6527656 2416008.77467836, 10259120.9094981 2416062.75450269, 10259163.1573933 2416073.37406025, 10259166.5543961 2416099.70081029, 10259175.0468031 2416138.76636894, 10259191.1825666 2416161.69619833, 10259200.5244245 2416188.87225547, 10259188.9417581 2416221.43431246, 10259206.2320139 2416225.50978184, 10259240.4774506 2416233.58169022, 10259251.8758107 2416235.64525158, 10259251.9401828 2416246.54346255, 10259252.8740282 2416247.80649143, 10259255.739536 2416259.27899005))",9,9635,40473,Cox's Bazar,10,20229479,21.20308994,92.16412322,32909,Camp 7,CXB-207,7564,Collective site,,Palong Khali,Ukhia,826148.4572008498,0.00915573942439872,98.0,412.98979591836735,0.0,0.0,98.0,412.98979591836735,98.0,412.98979591836735,6.0,6745.5,98.0,412.98979591836735
3,Cox's Bazar,4,Jamtoli-Baggona,Camp 15,CXB-223,Collective site,1123557.74609375,5358.49944892805,Palong Khali,Ukhia,"POLYGON ((10256880.5090423 2411562.32341064, 10256998.7635243 2411460.12152485, 10257056.8645666 2411489.1393955, 10257109.4715584 2411434.41489367, 10257116.6546997 2411414.69890477, 10257149.9153339 2411436.46275726, 10257160.6149117 2411453.68431611, 10257222.190844 2411476.88438681, 10257284.4184057 2411474.24264107, 10257340.9333724 2411489.59994077, 10257431.0208224 2411471.86530642, 10257500.3920813 2411497.07934799, 10257559.8563496 2411493.72198253, 10257599.4175371 2411449.78021022, 10257661.7285923 2411427.11973045, 10257690.2904664 2411387.71795701, 10257748.1635534 2411285.90172345, 10257784.4215431 2411281.10534525, 10257897.1347218 2411367.44110356, 10258039.4375252 2411436.37451319, 10258128.5978373 2411438.05082862, 10258132.9410995 2411292.17601805, 10258103.4866261 2411241.79053029, 10258120.5063792 2411171.32544034, 10258161.1762077 2411124.90552052, 10258152.936784 2411109.31483491, 10258100.4929748 2411134.14565256, 10258030.7703226 2411054.84260257, 10257844.0293721 2411070.57708999, 10257836.3919222 2410974.64031479, 10257797.8522784 2410895.50673427, 10257894.3440978 2410881.107938, 10257876.307106 2410695.81097999, 10257832.1186384 2410577.42360129, 10257662.0538564 2410525.22866496, 10257630.9318163 2410556.90185182, 10257524.4647298 2410602.31883163, 10257427.555443 2410570.65941122, 10257325.8375731 2410582.22290156, 10257259.3653597 2410584.97111022, 10257132.8702525 2410540.75507084, 10257006.149793 2410538.51054321, 10256949.2015413 2410529.60199665, 10256910.7189613 2410543.1901405, 10256910.5702949 2410570.78543733, 10256854.5586917 2410612.7940498, 10256849.5347676 2410696.47503713, 10256773.7214971 2410679.50347904, 10256761.9526222 2410706.19640293, 10256725.7859347 2410689.66968707, 10256681.2290548 2410723.71750392, 10256644.1193116 2410805.06921988, 10256655.7103874 2410860.14162408, 10256598.684649 2410852.65454265, 10256590.5167052 2411043.94673775, 10256637.7682017 2411079.1134023, 10256679.3616643 2411092.94876821, 10256684.5698947 2411130.53511499, 10256776.9505118 2411159.34450503, 10256773.4833304 2411200.14971138, 10256733.9806084 2411199.93382761, 10256701.5390912 2411194.8576076, 10256680.2084122 2411236.6537519, 10256672.9766164 2411273.08368769, 10256771.8632168 2411461.32302003, 10256803.4439704 2411522.43813794, 10256880.5090423 2411562.32341064))",24,10033,45468,Cox's Bazar,25,20229479,21.16021977,92.14379641,45396,Camp 15,CXB-223,72,Collective site,Jamtoli,Palong Khali,Ukhia,1123557.7524776827,6.408215317924224e-05,1.0,45468.0,0.0,0.0,1.0,45468.0,1.0,45468.0,2.0,22734.0,1.0,45468.0
